#==================================================
#    Mayadas-Shatzkes Resistivity Calculation
#==================================================
# PARAMETERS
# Option of calculation :  1
# Option of error bar   :  2
# Constant error bar    :      2.00000E-02
#==================================================
# 1- 0 : Debye temperature (K) :                       2.15000E+02
# Limits :     1.95000E+02    2.30000E+02   F   F
#==================================================
# 2- 0 : Residual resistivity (microOhm.cm) :          2.11000E+00
# Limits :     2.00000E+00    1.00000E-02   F   F
#==================================================
# 3- 0 : R - Grain boundary scattering parameter :     3.90000E-01
# Limits :     5.00000E-02    1.50000E-01   F   F
#==================================================
# 4- 0 : p - Interface scattering parameter :          1.00000E+00
# Limits :     7.00000E-01    9.00000E-01   F   F
#==================================================
# 5- 0 : Film thickness (nm) :                         1.00000E+01
# Limits :     4.00000E+00    6.00000E+00   F   F
#==================================================
# 6- 0 : Grain size (nm) :                             1.00000E+01
# Limits :     3.00000E+00    7.00000E+00   F   F
#=======================================================================================
# Reliance factors
# Chi2      :       1.85530E+03
# RBragg    :       5.79284E-02
# RBraggexp :       1.97476E-03
# Goodness  :       2.93344E+01
#=======================================================================================
#                   Temperature      Experimental_Resistivity  Sig_Experimental_Resistivity       Theoretical_Resistivity
               0.2678329468E+03              0.1043177828E+02              0.2000000000E-01              0.1074343106E+02
               0.2668448639E+03              0.1042009931E+02              0.2000000000E-01              0.1073822017E+02
               0.2658380432E+03              0.1040903821E+02              0.2000000000E-01              0.1073290914E+02
               0.2648709564E+03              0.1039778086E+02              0.2000000000E-01              0.1072780643E+02
               0.2638148041E+03              0.1038557418E+02              0.2000000000E-01              0.1072223234E+02
               0.2628622589E+03              0.1037458650E+02              0.2000000000E-01              0.1071720377E+02
               0.2618502045E+03              0.1036302336E+02              0.2000000000E-01              0.1071185967E+02
               0.2608398438E+03              0.1035111593E+02              0.2000000000E-01              0.1070652311E+02
               0.2598376465E+03              0.1033938223E+02              0.2000000000E-01              0.1070122826E+02
               0.2588246613E+03              0.1032763245E+02              0.2000000000E-01              0.1069587497E+02
               0.2578569946E+03              0.1031676449E+02              0.2000000000E-01              0.1069075981E+02
               0.2568562469E+03              0.1030482157E+02              0.2000000000E-01              0.1068546836E+02
               0.2558427505E+03              0.1029317162E+02              0.2000000000E-01              0.1068010802E+02
               0.2548316040E+03              0.1028152171E+02              0.2000000000E-01              0.1067475862E+02
               0.2538536987E+03              0.1027009365E+02              0.2000000000E-01              0.1066958363E+02
               0.2528255005E+03              0.1025799311E+02              0.2000000000E-01              0.1066414096E+02
               0.2518430481E+03              0.1024643652E+02              0.2000000000E-01              0.1065893895E+02
               0.2508494034E+03              0.1023438746E+02              0.2000000000E-01              0.1065367618E+02
               0.2498386993E+03              0.1022268599E+02              0.2000000000E-01              0.1064832150E+02
               0.2488324509E+03              0.1021092649E+02              0.2000000000E-01              0.1064298884E+02
               0.2478675003E+03              0.1019983649E+02              0.2000000000E-01              0.1063787356E+02
               0.2468303986E+03              0.1018770379E+02              0.2000000000E-01              0.1063237415E+02
               0.2458400955E+03              0.1017599264E+02              0.2000000000E-01              0.1062712129E+02
               0.2448302536E+03              0.1016430732E+02              0.2000000000E-01              0.1062176316E+02
               0.2438387070E+03              0.1015289867E+02              0.2000000000E-01              0.1061650048E+02
               0.2428294983E+03              0.1014125499E+02              0.2000000000E-01              0.1061114240E+02
               0.2418629990E+03              0.1013027768E+02              0.2000000000E-01              0.1060600948E+02
               0.2408463516E+03              0.1011823183E+02              0.2000000000E-01              0.1060060853E+02
               0.2398503036E+03              0.1010619563E+02              0.2000000000E-01              0.1059531531E+02
               0.2388410492E+03              0.1009482873E+02              0.2000000000E-01              0.1058995018E+02
               0.2378657990E+03              0.1008281195E+02              0.2000000000E-01              0.1058476413E+02
               0.2368534012E+03              0.1007093019E+02              0.2000000000E-01              0.1057937877E+02
               0.2358587494E+03              0.1005921912E+02              0.2000000000E-01              0.1057408605E+02
               0.2348534012E+03              0.1004708240E+02              0.2000000000E-01              0.1056873461E+02
               0.2338321991E+03              0.1003510753E+02              0.2000000000E-01              0.1056329691E+02
               0.2328502502E+03              0.1002340920E+02              0.2000000000E-01              0.1055806643E+02
               0.2318236008E+03              0.1001115421E+02              0.2000000000E-01              0.1055259595E+02
               0.2308682480E+03              0.9999838913E+01              0.2000000000E-01              0.1054750360E+02
               0.2298530045E+03              0.9987204104E+01              0.2000000000E-01              0.1054209013E+02
               0.2288479996E+03              0.9976072148E+01              0.2000000000E-01              0.1053672932E+02
               0.2278522491E+03              0.9964332137E+01              0.2000000000E-01              0.1053141595E+02
               0.2268434982E+03              0.9952070680E+01              0.2000000000E-01              0.1052603125E+02
               0.2258819504E+03              0.9940925984E+01              0.2000000000E-01              0.1052089665E+02
               0.2248589020E+03              0.9928847907E+01              0.2000000000E-01              0.1051543163E+02
               0.2238465958E+03              0.9916322451E+01              0.2000000000E-01              0.1051002192E+02
               0.2228385010E+03              0.9904733751E+01              0.2000000000E-01              0.1050463265E+02
               0.2218277969E+03              0.9893032201E+01              0.2000000000E-01              0.1049922734E+02
               0.2208690491E+03              0.9881523919E+01              0.2000000000E-01              0.1049409793E+02
               0.2198549042E+03              0.9869767672E+01              0.2000000000E-01              0.1048867004E+02
               0.2188509521E+03              0.9857412897E+01              0.2000000000E-01              0.1048329456E+02
               0.2178581467E+03              0.9845833682E+01              0.2000000000E-01              0.1047797664E+02
               0.2168453522E+03              0.9833913305E+01              0.2000000000E-01              0.1047254944E+02
               0.2158322983E+03              0.9821793513E+01              0.2000000000E-01              0.1046711861E+02
               0.2148166962E+03              0.9809635019E+01              0.2000000000E-01              0.1046167183E+02
               0.2138478546E+03              0.9797846581E+01              0.2000000000E-01              0.1045647367E+02
               0.2128457489E+03              0.9785700988E+01              0.2000000000E-01              0.1045109481E+02
               0.2118444061E+03              0.9773668083E+01              0.2000000000E-01              0.1044571775E+02
               0.2108642502E+03              0.9762053462E+01              0.2000000000E-01              0.1044045220E+02
               0.2098681030E+03              0.9750316466E+01              0.2000000000E-01              0.1043509844E+02
               0.2088607025E+03              0.9737987492E+01              0.2000000000E-01              0.1042968181E+02
               0.2078513489E+03              0.9726366560E+01              0.2000000000E-01              0.1042425224E+02
               0.2068449020E+03              0.9714101125E+01              0.2000000000E-01              0.1041883585E+02
               0.2058329468E+03              0.9701762425E+01              0.2000000000E-01              0.1041338730E+02
               0.2048412018E+03              0.9689677999E+01              0.2000000000E-01              0.1040804511E+02
               0.2038613510E+03              0.9677918578E+01              0.2000000000E-01              0.1040276457E+02
               0.2028510971E+03              0.9665724718E+01              0.2000000000E-01              0.1039731763E+02
               0.2018546524E+03              0.9653891309E+01              0.2000000000E-01              0.1039194258E+02
               0.2008645477E+03              0.9642341029E+01              0.2000000000E-01              0.1038659917E+02
               0.1998349533E+03              0.9629989469E+01              0.2000000000E-01              0.1038103992E+02
               0.1988605957E+03              0.9617975855E+01              0.2000000000E-01              0.1037577632E+02
               0.1978488998E+03              0.9605817442E+01              0.2000000000E-01              0.1037030831E+02
               0.1968568497E+03              0.9593983953E+01              0.2000000000E-01              0.1036494379E+02
               0.1958354034E+03              0.9581567971E+01              0.2000000000E-01              0.1035941747E+02
               0.1948451004E+03              0.9569197080E+01              0.2000000000E-01              0.1035405687E+02
               0.1938415985E+03              0.9557193111E+01              0.2000000000E-01              0.1034862201E+02
               0.1928478470E+03              0.9545005601E+01              0.2000000000E-01              0.1034323712E+02
               0.1918698959E+03              0.9533011318E+01              0.2000000000E-01              0.1033793507E+02
               0.1908309021E+03              0.9520740216E+01              0.2000000000E-01              0.1033229902E+02
               0.1898674011E+03              0.9509196446E+01              0.2000000000E-01              0.1032706963E+02
               0.1888581009E+03              0.9496635665E+01              0.2000000000E-01              0.1032158868E+02
               0.1878622513E+03              0.9484448155E+01              0.2000000000E-01              0.1031617776E+02
               0.1868222427E+03              0.9471375893E+01              0.2000000000E-01              0.1031052367E+02
               0.1858265991E+03              0.9459275230E+01              0.2000000000E-01              0.1030510762E+02
               0.1848686981E+03              0.9447943777E+01              0.2000000000E-01              0.1029989395E+02
               0.1838403015E+03              0.9435135233E+01              0.2000000000E-01              0.1029429334E+02
               0.1828454971E+03              0.9423301744E+01              0.2000000000E-01              0.1028887244E+02
               0.1818526001E+03              0.9411014526E+01              0.2000000000E-01              0.1028345873E+02
               0.1808267059E+03              0.9398643636E+01              0.2000000000E-01              0.1027786169E+02
               0.1798561478E+03              0.9386578058E+01              0.2000000000E-01              0.1027256332E+02
               0.1788372498E+03              0.9374084713E+01              0.2000000000E-01              0.1026699764E+02
               0.1778439560E+03              0.9362119405E+01              0.2000000000E-01              0.1026156840E+02
               0.1768325500E+03              0.9349645350E+01              0.2000000000E-01              0.1025603666E+02
               0.1758387527E+03              0.9336949535E+01              0.2000000000E-01              0.1025059775E+02
               0.1748281555E+03              0.9324662277E+01              0.2000000000E-01              0.1024506330E+02
               0.1738354492E+03              0.9312561815E+01              0.2000000000E-01              0.1023962325E+02
               0.1728387527E+03              0.9300525656E+01              0.2000000000E-01              0.1023415774E+02
               0.1718428497E+03              0.9288186956E+01              0.2000000000E-01              0.1022869294E+02
               0.1708505020E+03              0.9275610059E+01              0.2000000000E-01              0.1022324397E+02
               0.1698412018E+03              0.9263332526E+01              0.2000000000E-01              0.1021769810E+02
               0.1688231049E+03              0.9251026098E+01              0.2000000000E-01              0.1021209996E+02
               0.1678651962E+03              0.9239334274E+01              0.2000000000E-01              0.1020682911E+02
               0.1668585510E+03              0.9226496673E+01              0.2000000000E-01              0.1020128623E+02
               0.1658486023E+03              0.9214540891E+01              0.2000000000E-01              0.1019572112E+02
               0.1648226471E+03              0.9201635854E+01              0.2000000000E-01              0.1019006362E+02
               0.1638604507E+03              0.9189393727E+01              0.2000000000E-01              0.1018475382E+02
               0.1628510971E+03              0.9177093689E+01              0.2000000000E-01              0.1017917970E+02
               0.1618406448E+03              0.9164394418E+01              0.2000000000E-01              0.1017359526E+02
               0.1608626022E+03              0.9152480592E+01              0.2000000000E-01              0.1016818584E+02
               0.1598412018E+03              0.9139610800E+01              0.2000000000E-01              0.1016253225E+02
               0.1588381500E+03              0.9126837702E+01              0.2000000000E-01              0.1015697583E+02
               0.1578493500E+03              0.9114469987E+01              0.2000000000E-01              0.1015149405E+02
               0.1568359528E+03              0.9101828868E+01              0.2000000000E-01              0.1014587141E+02
               0.1558440018E+03              0.9089387165E+01              0.2000000000E-01              0.1014036329E+02
               0.1548339539E+03              0.9076533529E+01              0.2000000000E-01              0.1013475009E+02
               0.1538216553E+03              0.9064014584E+01              0.2000000000E-01              0.1012911967E+02
               0.1528605499E+03              0.9051791145E+01              0.2000000000E-01              0.1012376957E+02
               0.1518452988E+03              0.9039539253E+01              0.2000000000E-01              0.1011811332E+02
               0.1508229980E+03              0.9026563363E+01              0.2000000000E-01              0.1011241283E+02
               0.1498477478E+03              0.9014208629E+01              0.2000000000E-01              0.1010696998E+02
               0.1488489990E+03              0.9001432235E+01              0.2000000000E-01              0.1010139116E+02
               0.1478361511E+03              0.8988716928E+01              0.2000000000E-01              0.1009572854E+02
               0.1468222504E+03              0.8975695947E+01              0.2000000000E-01              0.1009005487E+02
               0.1458688431E+03              0.8963692059E+01              0.2000000000E-01              0.1008471495E+02
               0.1448244019E+03              0.8950674333E+01              0.2000000000E-01              0.1007885980E+02
               0.1438715515E+03              0.8938284112E+01              0.2000000000E-01              0.1007351315E+02
               0.1428706055E+03              0.8925433691E+01              0.2000000000E-01              0.1006789148E+02
               0.1418419037E+03              0.8912419261E+01              0.2000000000E-01              0.1006210836E+02
               0.1408658981E+03              0.8900080400E+01              0.2000000000E-01              0.1005661620E+02
               0.1398560028E+03              0.8887127217E+01              0.2000000000E-01              0.1005092786E+02
               0.1388511963E+03              0.8874360308E+01              0.2000000000E-01              0.1004526259E+02
               0.1378512955E+03              0.8861658023E+01              0.2000000000E-01              0.1003961938E+02
               0.1368391571E+03              0.8848649942E+01              0.2000000000E-01              0.1003390134E+02
               0.1358633499E+03              0.8836040934E+01              0.2000000000E-01              0.1002838300E+02
               0.1348648987E+03              0.8823653847E+01              0.2000000000E-01              0.1002273090E+02
               0.1338589020E+03              0.8810446271E+01              0.2000000000E-01              0.1001703019E+02
               0.1328591003E+03              0.8797348007E+01              0.2000000000E-01              0.1001135864E+02
               0.1318528976E+03              0.8784713439E+01              0.2000000000E-01              0.1000564474E+02
               0.1308482971E+03              0.8771595885E+01              0.2000000000E-01              0.9999933825E+01
               0.1298482513E+03              0.8758404343E+01              0.2000000000E-01              0.9994242668E+01
               0.1288377991E+03              0.8745306079E+01              0.2000000000E-01              0.9988486006E+01
               0.1278617973E+03              0.8732680554E+01              0.2000000000E-01              0.9982919552E+01
               0.1268659515E+03              0.8719920035E+01              0.2000000000E-01              0.9977233722E+01
               0.1258230515E+03              0.8706287544E+01              0.2000000000E-01              0.9971272451E+01
               0.1248604012E+03              0.8693813610E+01              0.2000000000E-01              0.9965763671E+01
               0.1238833504E+03              0.8680931119E+01              0.2000000000E-01              0.9960166320E+01
               0.1228430481E+03              0.8667977735E+01              0.2000000000E-01              0.9954199722E+01
               0.1218322487E+03              0.8653341333E+01              0.2000000000E-01              0.9948395465E+01
               0.1208596001E+03              0.8640088705E+01              0.2000000000E-01              0.9942803827E+01
               0.1198413506E+03              0.8626115094E+01              0.2000000000E-01              0.9936943198E+01
               0.1188447533E+03              0.8612913827E+01              0.2000000000E-01              0.9931200361E+01
               0.1178269005E+03              0.8598866349E+01              0.2000000000E-01              0.9925328010E+01
               0.1168701019E+03              0.8586237930E+01              0.2000000000E-01              0.9919801376E+01
               0.1158620529E+03              0.8572859752E+01              0.2000000000E-01              0.9913971820E+01
               0.1148354492E+03              0.8559072857E+01              0.2000000000E-01              0.9908027644E+01
               0.1138255501E+03              0.8545800898E+01              0.2000000000E-01              0.9902172941E+01
               0.1128457985E+03              0.8532847555E+01              0.2000000000E-01              0.9896486098E+01
               0.1118456497E+03              0.8519491722E+01              0.2000000000E-01              0.9890673804E+01
               0.1108390503E+03              0.8506979448E+01              0.2000000000E-01              0.9884816787E+01
               0.1098633995E+03              0.8494721086E+01              0.2000000000E-01              0.9879132892E+01
               0.1088512497E+03              0.8481153098E+01              0.2000000000E-01              0.9873229101E+01
               0.1078420029E+03              0.8467485080E+01              0.2000000000E-01              0.9867334860E+01
               0.1068270531E+03              0.8454245473E+01              0.2000000000E-01              0.9861399862E+01
               0.1058139000E+03              0.8440709596E+01              0.2000000000E-01              0.9855467909E+01
               0.1048587532E+03              0.8428309749E+01              0.2000000000E-01              0.9849868753E+01
               0.1038642998E+03              0.8414876835E+01              0.2000000000E-01              0.9844032142E+01
               0.1028490486E+03              0.8401456219E+01              0.2000000000E-01              0.9838066075E+01
               0.1018425026E+03              0.8387926731E+01              0.2000000000E-01              0.9832143813E+01
               0.1008306999E+03              0.8374258815E+01              0.2000000000E-01              0.9826183279E+01
               0.9983440018E+02              0.8360748718E+01              0.2000000000E-01              0.9820306920E+01
               0.9882455063E+02              0.8347106602E+01              0.2000000000E-01              0.9814343451E+01
               0.9785675049E+02              0.8334336720E+01              0.2000000000E-01              0.9808621564E+01
               0.9685750198E+02              0.8321084011E+01              0.2000000000E-01              0.9802706906E+01
               0.9586754990E+02              0.8307512788E+01              0.2000000000E-01              0.9796840509E+01
               0.9483850098E+02              0.8293552037E+01              0.2000000000E-01              0.9790735398E+01
               0.9382405090E+02              0.8280431368E+01              0.2000000000E-01              0.9784710012E+01
               0.9285079956E+02              0.8267568067E+01              0.2000000000E-01              0.9778923037E+01
               0.9184674835E+02              0.8254083671E+01              0.2000000000E-01              0.9772946623E+01
               0.9082824707E+02              0.8240110140E+01              0.2000000000E-01              0.9766877842E+01
               0.8984445190E+02              0.8226368276E+01              0.2000000000E-01              0.9761009978E+01
               0.8886700058E+02              0.8212829184E+01              0.2000000000E-01              0.9755174439E+01
               0.8784379959E+02              0.8198797640E+01              0.2000000000E-01              0.9749060135E+01
               0.8684014893E+02              0.8185178111E+01              0.2000000000E-01              0.9743057339E+01
               0.8583124924E+02              0.8170789431E+01              0.2000000000E-01              0.9737018155E+01
               0.8486140060E+02              0.8157382278E+01              0.2000000000E-01              0.9731208327E+01
               0.8386590195E+02              0.8143279983E+01              0.2000000000E-01              0.9725240718E+01
               0.8283450317E+02              0.8129000677E+01              0.2000000000E-01              0.9719053919E+01
               0.8186814880E+02              0.8115464780E+01              0.2000000000E-01              0.9713254037E+01
               0.8085274887E+02              0.8101201630E+01              0.2000000000E-01              0.9707156902E+01
               0.7986725235E+02              0.8087472606E+01              0.2000000000E-01              0.9701237015E+01
               0.7884250259E+02              0.8073093070E+01              0.2000000000E-01              0.9695079525E+01
               0.7785354996E+02              0.8059080737E+01              0.2000000000E-01              0.9689136018E+01
               0.7685695267E+02              0.8045129711E+01              0.2000000000E-01              0.9683146148E+01
               0.7587324905E+02              0.8030982385E+01              0.2000000000E-01              0.9677234089E+01
               0.7486365128E+02              0.8017163299E+01              0.2000000000E-01              0.9671167553E+01
               0.7384600067E+02              0.8002745684E+01              0.2000000000E-01              0.9665054726E+01
               0.7285099792E+02              0.7988920107E+01              0.2000000000E-01              0.9659080949E+01
               0.7184225082E+02              0.7974058268E+01              0.2000000000E-01              0.9653028756E+01
               0.7082889938E+02              0.7959894886E+01              0.2000000000E-01              0.9646954263E+01
               0.6983245087E+02              0.7945721758E+01              0.2000000000E-01              0.9640987535E+01
               0.6882979965E+02              0.7931059535E+01              0.2000000000E-01              0.9634991444E+01
               0.6787120056E+02              0.7918038554E+01              0.2000000000E-01              0.9629267417E+01
               0.6684590149E+02              0.7903144624E+01              0.2000000000E-01              0.9623155998E+01
               0.6585639954E+02              0.7889222515E+01              0.2000000000E-01              0.9617270268E+01
               0.6483205032E+02              0.7874856361E+01              0.2000000000E-01              0.9611191874E+01
               0.6383370018E+02              0.7860631752E+01              0.2000000000E-01              0.9605284018E+01
               0.6282634926E+02              0.7846577743E+01              0.2000000000E-01              0.9599341284E+01
               0.6184280014E+02              0.7832742561E+01              0.2000000000E-01              0.9593558961E+01
               0.6084420013E+02              0.7818453590E+01              0.2000000000E-01              0.9587710726E+01
               0.5984799957E+02              0.7804309459E+01              0.2000000000E-01              0.9581901735E+01
               0.5886380005E+02              0.7790419620E+01              0.2000000000E-01              0.9576190095E+01
               0.5786380005E+02              0.7776516801E+01              0.2000000000E-01              0.9570417522E+01
               0.5685564995E+02              0.7762749257E+01              0.2000000000E-01              0.9564632464E+01
               0.5584574890E+02              0.7748572914E+01              0.2000000000E-01              0.9558875597E+01
               0.5483090019E+02              0.7734972092E+01              0.2000000000E-01              0.9553132804E+01
               0.5387350082E+02              0.7721156181E+01              0.2000000000E-01              0.9547757541E+01
               0.5285669899E+02              0.7707034555E+01              0.2000000000E-01              0.9542097945E+01
               0.5186935043E+02              0.7693476192E+01              0.2000000000E-01              0.9536654985E+01
               0.5083794975E+02              0.7679319220E+01              0.2000000000E-01              0.9531029449E+01
               0.4983555031E+02              0.7665844490E+01              0.2000000000E-01              0.9525626086E+01
               0.4884870148E+02              0.7652321453E+01              0.2000000000E-01              0.9520373228E+01
               0.4782719994E+02              0.7638968996E+01              0.2000000000E-01              0.9515011167E+01
               0.4680585098E+02              0.7625922314E+01              0.2000000000E-01              0.9509732423E+01
               0.4584165001E+02              0.7612865927E+01              0.2000000000E-01              0.9504830475E+01
               0.4486104965E+02              0.7600353492E+01              0.2000000000E-01              0.9499932141E+01
               0.4385210037E+02              0.7587380778E+01              0.2000000000E-01              0.9494990167E+01
               0.4284784889E+02              0.7575148276E+01              0.2000000000E-01              0.9490176663E+01
               0.4183225060E+02              0.7562532778E+01              0.2000000000E-01              0.9485422970E+01
               0.4084064865E+02              0.7550126542E+01              0.2000000000E-01              0.9480899535E+01
               0.3980475044E+02              0.7537713795E+01              0.2000000000E-01              0.9476306268E+01
               0.3884740067E+02              0.7526414593E+01              0.2000000000E-01              0.9472188474E+01
               0.3784984970E+02              0.7514642331E+01              0.2000000000E-01              0.9468035003E+01
               0.3685725021E+02              0.7503658510E+01              0.2000000000E-01              0.9464048409E+01
               0.3582489967E+02              0.7492877379E+01              0.2000000000E-01              0.9460064706E+01
               0.3485095024E+02              0.7482608070E+01              0.2000000000E-01              0.9456465326E+01
               0.3384494972E+02              0.7472026476E+01              0.2000000000E-01              0.9452916441E+01
               0.3283985138E+02              0.7461969463E+01              0.2000000000E-01              0.9449548727E+01
               0.3187075043E+02              0.7452347010E+01              0.2000000000E-01              0.9446475768E+01
               0.3086875057E+02              0.7442730966E+01              0.2000000000E-01              0.9443483446E+01
               0.2985155010E+02              0.7433462434E+01              0.2000000000E-01              0.9440642643E+01
               0.2885389996E+02              0.7425381413E+01              0.2000000000E-01              0.9438052658E+01
               0.2783780003E+02              0.7417265047E+01              0.2000000000E-01              0.9435616888E+01
               0.2682509995E+02              0.7409238221E+01              0.2000000000E-01              0.9433393198E+01
               0.2582820034E+02              0.7402219204E+01              0.2000000000E-01              0.9431402507E+01
               0.2484800053E+02              0.7395390159E+01              0.2000000000E-01              0.9429634902E+01
               0.2383605003E+02              0.7388866768E+01              0.2000000000E-01              0.9428003507E+01
               0.2283759975E+02              0.7382977432E+01              0.2000000000E-01              0.9426580825E+01
               0.2184080029E+02              0.7377544980E+01              0.2000000000E-01              0.9425338268E+01
               0.2080704975E+02              0.7372959061E+01              0.2000000000E-01              0.9424227457E+01
               0.1985239983E+02              0.7368900877E+01              0.2000000000E-01              0.9423352155E+01
               0.1885649967E+02              0.7364936032E+01              0.2000000000E-01              0.9422581163E+01
               0.1787570000E+02              0.7361720986E+01              0.2000000000E-01              0.9421950979E+01
               0.1680714989E+02              0.7358039329E+01              0.2000000000E-01              0.9421394432E+01
               0.1586000013E+02              0.7355706101E+01              0.2000000000E-01              0.9421000540E+01
               0.1485170031E+02              0.7353800880E+01              0.2000000000E-01              0.9420669438E+01
               0.1384909964E+02              0.7352053400E+01              0.2000000000E-01              0.9420416449E+01
               0.1285909986E+02              0.7350489281E+01              0.2000000000E-01              0.9420228233E+01
               0.1188910007E+02              0.7349465959E+01              0.2000000000E-01              0.9420091907E+01
               0.1084445000E+02              0.7348481138E+01              0.2000000000E-01              0.9419987125E+01
               0.9726399899E+01              0.7347412744E+01              0.2000000000E-01              0.9419911780E+01
               0.8969900131E+01              0.7347872923E+01              0.2000000000E-01              0.9419877079E+01
               0.7968899965E+01              0.7346904278E+01              0.2000000000E-01              0.9419846027E+01
               0.6795849800E+01              0.7346598523E+01              0.2000000000E-01              0.9419824903E+01
               0.5944800138E+01              0.7346054671E+01              0.2000000000E-01              0.9419816437E+01
               0.4988950014E+01              0.7346431198E+01              0.2000000000E-01              0.9419811247E+01
               0.3000030060E+03              0.1079749814E+02              0.2000000000E-01              0.1091245011E+02
               0.3000028992E+03              0.1079818991E+02              0.2000000000E-01              0.1091244956E+02
               0.3000001526E+03              0.1079817717E+02              0.2000000000E-01              0.1091243517E+02
               0.3000035553E+03              0.1079814494E+02              0.2000000000E-01              0.1091245299E+02
               0.3000038910E+03              0.1079856647E+02              0.2000000000E-01              0.1091245475E+02
               0.3000043030E+03              0.1079918763E+02              0.2000000000E-01              0.1091245691E+02
               0.3000022430E+03              0.1079840873E+02              0.2000000000E-01              0.1091244612E+02
               0.3000016022E+03              0.1079838952E+02              0.2000000000E-01              0.1091244276E+02
               0.3000019531E+03              0.1079839591E+02              0.2000000000E-01              0.1091244460E+02
               0.3000018005E+03              0.1079813843E+02              0.2000000000E-01              0.1091244380E+02
               0.3000025482E+03              0.1079848927E+02              0.2000000000E-01              0.1091244772E+02
               0.3000035400E+03              0.1079830577E+02              0.2000000000E-01              0.1091245291E+02
               0.3000031128E+03              0.1079815450E+02              0.2000000000E-01              0.1091245067E+02
               0.3000084991E+03              0.1079873374E+02              0.2000000000E-01              0.1091247888E+02
               0.3000074463E+03              0.1079841846E+02              0.2000000000E-01              0.1091247337E+02
               0.2999997406E+03              0.1079875315E+02              0.2000000000E-01              0.1091243302E+02
               0.2999965057E+03              0.1079818034E+02              0.2000000000E-01              0.1091241608E+02
               0.3000008087E+03              0.1079857286E+02              0.2000000000E-01              0.1091243861E+02
               0.3000026093E+03              0.1079870175E+02              0.2000000000E-01              0.1091244804E+02
               0.2999993134E+03              0.1079818999E+02              0.2000000000E-01              0.1091243078E+02
               0.2999968109E+03              0.1079820912E+02              0.2000000000E-01              0.1091241767E+02
               0.3000030975E+03              0.1079838305E+02              0.2000000000E-01              0.1091245059E+02
               0.3000053558E+03              0.1079895265E+02              0.2000000000E-01              0.1091246242E+02
               0.3000048981E+03              0.1079870171E+02              0.2000000000E-01              0.1091246002E+02
               0.3000009003E+03              0.1079835090E+02              0.2000000000E-01              0.1091243909E+02
               0.2999962006E+03              0.1079847328E+02              0.2000000000E-01              0.1091241448E+02
               0.2999962921E+03              0.1079910725E+02              0.2000000000E-01              0.1091241496E+02
               0.3000032501E+03              0.1079852785E+02              0.2000000000E-01              0.1091245139E+02
               0.3000063934E+03              0.1079924550E+02              0.2000000000E-01              0.1091246785E+02
               0.3000026550E+03              0.1079880789E+02              0.2000000000E-01              0.1091244828E+02
               0.3000010529E+03              0.1079847641E+02              0.2000000000E-01              0.1091243989E+02
               0.2999994507E+03              0.1079858898E+02              0.2000000000E-01              0.1091243150E+02
               0.3000007477E+03              0.1079829291E+02              0.2000000000E-01              0.1091243829E+02
               0.3000016479E+03              0.1079870810E+02              0.2000000000E-01              0.1091244300E+02
               0.3000013580E+03              0.1079845391E+02              0.2000000000E-01              0.1091244149E+02
               0.3000027008E+03              0.1079888183E+02              0.2000000000E-01              0.1091244852E+02
               0.3000016479E+03              0.1079865654E+02              0.2000000000E-01              0.1091244300E+02
               0.3000004425E+03              0.1079900421E+02              0.2000000000E-01              0.1091243669E+02
               0.3000021057E+03              0.1079892058E+02              0.2000000000E-01              0.1091244540E+02
               0.3000010529E+03              0.1079914897E+02              0.2000000000E-01              0.1091243989E+02
               0.3000013428E+03              0.1079857938E+02              0.2000000000E-01              0.1091244141E+02
               0.3000007477E+03              0.1079894288E+02              0.2000000000E-01              0.1091243829E+02
               0.3000013428E+03              0.1079866313E+02              0.2000000000E-01              0.1091244141E+02
               0.3000005951E+03              0.1079899774E+02              0.2000000000E-01              0.1091243749E+02
               0.3000096893E+03              0.1079893653E+02              0.2000000000E-01              0.1091248511E+02
               0.2999983063E+03              0.1079912325E+02              0.2000000000E-01              0.1091242550E+02
               0.2999962006E+03              0.1079912654E+02              0.2000000000E-01              0.1091241448E+02
               0.2999975128E+03              0.1079881424E+02              0.2000000000E-01              0.1091242135E+02
               0.3000036011E+03              0.1079803872E+02              0.2000000000E-01              0.1091245323E+02
               0.3000040436E+03              0.1079875958E+02              0.2000000000E-01              0.1091245555E+02
               0.2999899597E+03              0.1079900099E+02              0.2000000000E-01              0.1091238180E+02
               0.3000022430E+03              0.1079869516E+02              0.2000000000E-01              0.1091244612E+02
               0.3000075531E+03              0.1079881110E+02              0.2000000000E-01              0.1091247393E+02
               0.3000051575E+03              0.1079869524E+02              0.2000000000E-01              0.1091246138E+02
               0.3000016022E+03              0.1079893987E+02              0.2000000000E-01              0.1091244276E+02
               0.2999980927E+03              0.1079904910E+02              0.2000000000E-01              0.1091242439E+02
               0.3000105896E+03              0.1079890434E+02              0.2000000000E-01              0.1091248983E+02
               0.3000015106E+03              0.1079878205E+02              0.2000000000E-01              0.1091244228E+02
               0.2999942474E+03              0.1079855361E+02              0.2000000000E-01              0.1091240425E+02
               0.2999969025E+03              0.1079865662E+02              0.2000000000E-01              0.1091241815E+02
               0.3000027008E+03              0.1079891073E+02              0.2000000000E-01              0.1091244852E+02
               0.3000029144E+03              0.1079878856E+02              0.2000000000E-01              0.1091244964E+02
               0.2999976501E+03              0.1079932600E+02              0.2000000000E-01              0.1091242207E+02
